date,index,change_type,ticker,ticker_normalized,company
9/9/24,Hang Seng (China A) Corporate Sustainability Index,Inclusion,600028,600028.SH,China Petroleum & Chemical Corporation
9/9/24,Hang Seng (China A) Corporate Sustainability Index,Inclusion,600600,600600.SH,"Tsingtao Brewery Co., Ltd."
9/9/24,Hang Seng (China A) Corporate Sustainability Index,Inclusion,601318,601318.SH,"Ping An Insurance (Group) Company of China, Ltd."
9/9/24,Hang Seng (China A) Corporate Sustainability Index,Inclusion,601808,601808.SH,China Oilfield Services Limited
9/9/24,Hang Seng (China A) Corporate Sustainability Index,Inclusion,601899,601899.SH,"Zijin Mining Group Co., Ltd."
9/9/24,Hang Seng (China A) Corporate Sustainability Index,Removal,000776,000776.SZ,"Gf Securities Co., Ltd"
9/9/24,Hang Seng (China A) Corporate Sustainability Index,Removal,002179,002179.SZ,"Avic Jonhon Optronic Technology Co., Ltd."
9/9/24,Hang Seng (China A) Corporate Sustainability Index,Removal,600030,600030.SH,"CITIC Securities Co., Ltd."
9/9/24,Hang Seng (China A) Corporate Sustainability Index,Removal,600104,600104.SH,SAIC Motor Corporation Limited
9/9/24,Hang Seng (China A) Corporate Sustainability Index,Removal,600547,600547.SH,"Shandong Gold Mining Co., Ltd."
9/9/24,Hang Seng (China A) Corporate Sustainability Index,Removal,601012,601012.SH,"LONGi Green Energy Technology Co., Ltd."
9/9/24,Hang Seng China A Industry Top Index,Inclusion,000568,000568.SZ,"Luzhou Laojiao Co., Ltd"
9/9/24,Hang Seng China A Industry Top Index,Inclusion,300122,300122.SZ,"Chongqing Zhifei Biological Products Co., Ltd."
9/9/24,Hang Seng China A Industry Top Index,Inclusion,600938,600938.SH,Cnooc Limited
9/9/24,Hang Seng China A Industry Top Index,Inclusion,601600,601600.SH,Aluminum Corporation of China Limited
9/9/24,Hang Seng China A Industry Top Index,Inclusion,603993,603993.SH,CMOC Group Limited
9/9/24,Hang Seng China A Industry Top Index,Inclusion,688036,688036.SH,"Shenzhen Transsion Holdings Co., Ltd."
9/9/24,Hang Seng China A Industry Top Index,Removal,002493,002493.SZ,"Rongsheng Petrochemical Co., Ltd."
9/9/24,Hang Seng China A Industry Top Index,Removal,600188,600188.SH,"Yankuang Energy Group Co., Ltd."
9/9/24,Hang Seng China A Industry Top Index,Removal,600196,600196.SH,"Shanghai Fosun Pharmaceutical (Group) Co., Ltd."
9/9/24,Hang Seng China A Industry Top Index,Removal,600346,600346.SH,"Hengli Petrochemical Co., Ltd."
9/9/24,Hang Seng China A Industry Top Index,Removal,603288,603288.SH,Foshan Haitian Flavouring and Food Company Ltd.
9/9/24,Hang Seng China A Industry Top Index,Removal,603501,603501.SH,"Will Semiconductor Co., Ltd. Shanghai"
9/9/24,Hang Seng China Enterprises Index,Inclusion,1519,1519.HK,J&T Global Express Ltd. - W
9/9/24,Hang Seng China Enterprises Index,Inclusion,9901,9901.HK,New Oriental Education & Technology Group Inc. - S
9/9/24,Hang Seng China Enterprises Index,Removal,20,0020.HK,SenseTime Group Inc. - W
9/9/24,Hang Seng China Enterprises Index,Removal,2618,2618.HK,"JD Logistics, Inc."
9/9/24,Hang Seng Composite Index,Inclusion,10,0010.HK,Hang Lung Group Ltd.
9/9/24,Hang Seng Composite Index,Inclusion,173,0173.HK,K. Wah International Holdings Ltd.
9/9/24,Hang Seng Composite Index,Inclusion,317,0317.HK,"CSSC Offshore & Marine Engineering (Group) Co., Ltd. - H Shares"
9/9/24,Hang Seng Composite Index,Inclusion,598,0598.HK,Sinotrans Ltd. - H Shares
9/9/24,Hang Seng Composite Index,Inclusion,906,0906.HK,CPMC Holdings Ltd.
9/9/24,Hang Seng Composite Index,Inclusion,917,0917.HK,Qunabox Group Ltd.
9/9/24,Hang Seng Composite Index,Inclusion,975,0975.HK,Mongolian Mining Corporation
9/9/24,Hang Seng Composite Index,Inclusion,1071,1071.HK,Huadian Power International Corporation Ltd. - H Shares
9/9/24,Hang Seng Composite Index,Inclusion,1274,1274.HK,"iMotion Automotive Technology (Suzhou) Co., Ltd. - H Shares"
9/9/24,Hang Seng Composite Index,Inclusion,1277,1277.HK,Kinetic Development Group Ltd.
9/9/24,Hang Seng Composite Index,Inclusion,1341,1341.HK,Hao Tian International Construction Investment Group Ltd.
9/9/24,Hang Seng Composite Index,Inclusion,1405,1405.HK,DPC Dash Ltd
9/9/24,Hang Seng Composite Index,Inclusion,1558,1558.HK,"YiChang HEC ChangJiang Pharmaceutical Co., Ltd. - H Shares"
9/9/24,Hang Seng Composite Index,Inclusion,1709,1709.HK,DL Holdings Group Ltd.
9/9/24,Hang Seng Composite Index,Inclusion,1773,1773.HK,Tianli International Holdings Ltd.
9/9/24,Hang Seng Composite Index,Inclusion,1836,1836.HK,Stella International Holdings Ltd.
9/9/24,Hang Seng Composite Index,Inclusion,1855,1855.HK,ZONQING Environmental Ltd.
9/9/24,Hang Seng Composite Index,Inclusion,1921,1921.HK,Dalipal Holdings Ltd.
9/9/24,Hang Seng Composite Index,Inclusion,2016,2016.HK,"China Zheshang Bank Co., Ltd. - H Shares"
9/9/24,Hang Seng Composite Index,Inclusion,2039,2039.HK,"China Int'l Marine Containers (Group) Co., Ltd. - H Shares"
9/9/24,Hang Seng Composite Index,Inclusion,2155,2155.HK,"Morimatsu International Holdings Co., Ltd."
9/9/24,Hang Seng Composite Index,Inclusion,2228,2228.HK,QuantumPharm Inc. - P
9/9/24,Hang Seng Composite Index,Inclusion,2356,2356.HK,Dah Sing Banking Group Ltd.
9/9/24,Hang Seng Composite Index,Inclusion,2386,2386.HK,"SINOPEC Engineering (Group) Co., Ltd. - H Shares"
9/9/24,Hang Seng Composite Index,Inclusion,2419,2419.HK,Dekon Food and Agriculture Group - H Shares
9/9/24,Hang Seng Composite Index,Inclusion,2443,2443.HK,Autostreets Development Ltd.
9/9/24,Hang Seng Composite Index,Inclusion,2453,2453.HK,"Concord Healthcare Group Co., Ltd. - H Shares"
9/9/24,Hang Seng Composite Index,Inclusion,2459,2459.HK,Sanergy Group Ltd.
9/9/24,Hang Seng Composite Index,Inclusion,2550,2550.HK,Easou Technology Holdings Ltd.
9/9/24,Hang Seng Composite Index,Inclusion,2555,2555.HK,"Sichuan Baicha Baidao Industrial Co., Ltd. - H Shares"
9/9/24,Hang Seng Composite Index,Inclusion,2556,2556.HK,Marketingforce Management Ltd
9/9/24,Hang Seng Composite Index,Inclusion,2602,2602.HK,Onewo Inc. - H Shares
9/9/24,Hang Seng Composite Index,Inclusion,3306,3306.HK,JNBY Design Ltd.
9/9/24,Hang Seng Composite Index,Inclusion,3877,3877.HK,"CSSC (Hong Kong) Shipping Co., Ltd."
9/9/24,Hang Seng Composite Index,Inclusion,6181,6181.HK,"Laopu Gold Co., Ltd. - H Shares"
9/9/24,Hang Seng Composite Index,Inclusion,6963,6963.HK,"Sunshine Insurance Group Co., Ltd. - H Shares"
9/9/24,Hang Seng Composite Index,Inclusion,9699,9699.HK,"Hangzhou SF Intra-city Industrial Co., Ltd. - H Shares"
9/9/24,Hang Seng Composite Index,Inclusion,9899,9899.HK,Cloud Music Inc.
9/9/24,Hang Seng Composite Index,Removal,120,0120.HK,Cosmopolitan International Holdings Ltd.
9/9/24,Hang Seng Composite Index,Removal,302,0302.HK,CMGE Technology Group Ltd.
9/9/24,Hang Seng Composite Index,Removal,520,0520.HK,"Xiabuxiabu Catering Management (China) Holdings Co., Ltd."
9/9/24,Hang Seng Composite Index,Removal,650,0650.HK,"Productive Technologies Co., Ltd."
9/9/24,Hang Seng Composite Index,Removal,697,0697.HK,Shoucheng Holdings Ltd.
9/9/24,Hang Seng Composite Index,Removal,813,0813.HK,Shimao Group Holdings Ltd.
9/9/24,Hang Seng Composite Index,Removal,933,0933.HK,"Viva Goods Co., Ltd."
9/9/24,Hang Seng Composite Index,Removal,1176,1176.HK,"Zhuguang Holdings Group Co., Ltd."
9/9/24,Hang Seng Composite Index,Removal,1238,1238.HK,Powerlong Real Estate Holdings Ltd.
9/9/24,Hang Seng Composite Index,Removal,1244,1244.HK,3D Medicines Inc.
9/9/24,Hang Seng Composite Index,Removal,1521,1521.HK,Frontage Holdings Corporation
9/9/24,Hang Seng Composite Index,Removal,1563,1563.HK,Alliance International Education Leasing Holdings Ltd.
9/9/24,Hang Seng Composite Index,Removal,1668,1668.HK,China South City Holdings Ltd.
9/9/24,Hang Seng Composite Index,Removal,1765,1765.HK,"XJ International Holdings Co., Ltd."
9/9/24,Hang Seng Composite Index,Removal,1877,1877.HK,"Shanghai Junshi Biosciences Co., Ltd. - H Shares"
9/9/24,Hang Seng Composite Index,Removal,1890,1890.HK,China Kepei Education Group Ltd.
9/9/24,Hang Seng Composite Index,Removal,2138,2138.HK,EC Healthcare
9/9/24,Hang Seng Composite Index,Removal,2160,2160.HK,MicroPort CardioFlow Medtech Corporation - B
9/9/24,Hang Seng Composite Index,Removal,2257,2257.HK,Sirnaomics Ltd. - B
9/9/24,Hang Seng Composite Index,Removal,2415,2415.HK,MedSci Healthcare Holdings Ltd.
9/9/24,Hang Seng Composite Index,Removal,2416,2416.HK,Edianyun Ltd.
9/9/24,Hang Seng Composite Index,Removal,3377,3377.HK,Sino-Ocean Group Holding Ltd.
9/9/24,Hang Seng Composite Index,Removal,6100,6100.HK,Tongdao Liepin Group
9/9/24,Hang Seng Composite Index,Removal,6185,6185.HK,CanSino Biologics Inc. - H Shares
9/9/24,Hang Seng Composite Index,Removal,9668,9668.HK,"China Bohai Bank Co., Ltd. - H Shares"
9/9/24,Hang Seng Composite Index,Removal,9857,9857.HK,Linmon Media Ltd.
9/9/24,Hang Seng Composite Index,Removal,9877,9877.HK,"Jenscare Scientific Co., Ltd. - B - H Shares"
9/9/24,Hang Seng Composite Index,Removal,9886,9886.HK,Dingdang Health Technology Group Ltd.
9/9/24,Hang Seng Composite Index,Removal,9955,9955.HK,ClouDr Group Ltd.
9/9/24,Hang Seng Corporate Sustainability Benchmark Index,Add,10,0010.HK,HANG LUNG GROUP
9/9/24,Hang Seng Corporate Sustainability Benchmark Index,Add,123,0123.HK,YUEXIU PROPERTY
9/9/24,Hang Seng Corporate Sustainability Benchmark Index,Add,144,0144.HK,CHINA MER PORT
9/9/24,Hang Seng Corporate Sustainability Benchmark Index,Add,267,0267.HK,CITIC
9/9/24,Hang Seng Corporate Sustainability Benchmark Index,Add,384,0384.HK,CHINA GAS HOLD
9/9/24,Hang Seng Corporate Sustainability Benchmark Index,Add,700,0700.HK,TENCENT
9/9/24,Hang Seng Corporate Sustainability Benchmark Index,Add,884,0884.HK,CIFI HOLD GP
9/9/24,Hang Seng Corporate Sustainability Benchmark Index,Add,1044,1044.HK,HENGAN INT'L
9/9/24,Hang Seng Corporate Sustainability Benchmark Index,Add,2020,2020.HK,ANTA SPORTS
9/9/24,Hang Seng Corporate Sustainability Benchmark Index,Add,2269,2269.HK,WUXI BIO
9/9/24,Hang Seng Corporate Sustainability Benchmark Index,Add,2727,2727.HK,SH ELECTRIC
9/9/24,Hang Seng Corporate Sustainability Benchmark Index,Add,3899,3899.HK,CIMC ENRIC
9/9/24,Hang Seng Corporate Sustainability Benchmark Index,Remove,69,0069.HK,SHANGRI-LA ASIA
9/9/24,Hang Seng Corporate Sustainability Benchmark Index,Remove,165,0165.HK,CHINA EB LTD
9/9/24,Hang Seng Corporate Sustainability Benchmark Index,Remove,215,0215.HK,HUTCHTEL HK
9/9/24,Hang Seng Corporate Sustainability Benchmark Index,Remove,489,0489.HK,DONGFENG GROUP
9/9/24,Hang Seng Corporate Sustainability Benchmark Index,Remove,762,0762.HK,CHINA UNICOM
9/9/24,Hang Seng Corporate Sustainability Benchmark Index,Remove,960,0960.HK,LONGFOR GROUP
9/9/24,Hang Seng Corporate Sustainability Benchmark Index,Remove,2208,2208.HK,GOLDWIND
9/9/24,Hang Seng Corporate Sustainability Benchmark Index,Remove,6818,6818.HK,CEB BANK
9/9/24,Hang Seng Corporate Sustainability Index,Inclusion,8,0008.HK,PCCW Ltd.
9/9/24,Hang Seng Corporate Sustainability Index,Inclusion,688,0688.HK,China Overseas Land & Investment Ltd.
9/9/24,Hang Seng Corporate Sustainability Index,Inclusion,2378,2378.HK,Prudential plc
9/9/24,Hang Seng Corporate Sustainability Index,Removal,17,0017.HK,"New World Development Co., Ltd."
9/9/24,Hang Seng Corporate Sustainability Index,Removal,656,0656.HK,Fosun International Ltd.
9/9/24,Hang Seng Corporate Sustainability Index,Removal,1347,1347.HK,Hua Hong Semiconductor Ltd.
9/9/24,Hang Seng ESG 50 Index,Inclusion,123,0123.HK,"Yuexiu Property Co., Ltd."
9/9/24,Hang Seng ESG 50 Index,Inclusion,144,0144.HK,"China Merchants Port Holdings Co., Ltd."
9/9/24,Hang Seng ESG 50 Index,Inclusion,700,0700.HK,Tencent Holdings Ltd.
9/9/24,Hang Seng ESG 50 Index,Inclusion,2018,2018.HK,AAC Technologies Holdings Inc.
9/9/24,Hang Seng ESG 50 Index,Inclusion,2269,2269.HK,WuXi Biologics (Cayman) Inc.
9/9/24,Hang Seng ESG 50 Index,Inclusion,2282,2282.HK,MGM China Holdings Ltd.
9/9/24,Hang Seng ESG 50 Index,Removal,656,0656.HK,Fosun International Ltd.
9/9/24,Hang Seng ESG 50 Index,Removal,683,0683.HK,Kerry Properties Ltd.
9/9/24,Hang Seng ESG 50 Index,Removal,762,0762.HK,China Unicom (Hong Kong) Ltd.
9/9/24,Hang Seng ESG 50 Index,Removal,1691,1691.HK,"JS Global Lifestyle Co., Ltd."
9/9/24,Hang Seng ESG 50 Index,Removal,2202,2202.HK,"China Vanke Co., Ltd. - H Shares"
9/9/24,Hang Seng ESG 50 Index,Removal,2689,2689.HK,Nine Dragons Paper (Holdings) Ltd.
9/9/24,Hang Seng Hong Kong-Listed Biotech Index,Inclusion,1558,1558.HK,"YiChang HEC ChangJiang Pharmaceutical Co., Ltd. - H Shares"
9/9/24,Hang Seng Hong Kong-Listed Biotech Index,Removal,6660,6660.HK,"AIM Vaccine Co., Ltd. - H Shares"
9/9/24,Hang Seng Stock Connect China Enterprises Index,Inclusion,1519,1519.HK,J&T Global Express Ltd. - W
9/9/24,Hang Seng Stock Connect China Enterprises Index,Inclusion,600406,600406.SH,"NARI Technology Co., Ltd."
9/9/24,Hang Seng Stock Connect China Enterprises Index,Inclusion,601225,601225.SH,"Shaanxi Coal Industry Co., Ltd."
9/9/24,Hang Seng Stock Connect China Enterprises Index,Removal,20,0020.HK,SenseTime Group Inc. - W
9/9/24,Hang Seng Stock Connect China Enterprises Index,Removal,2618,2618.HK,"JD Logistics, Inc."
9/9/24,Hang Seng Stock Connect China Enterprises Index,Removal,300015,300015.SZ,"Aier Eye Hospital Group Co., Ltd."
9/9/24,Hang Seng Stock Connect Greater Bay Area Composite Index,Inclusion,000060,000060.SZ,"Shenzhen Zhongjin Lingnan Nonfemet Co., Ltd."
9/9/24,Hang Seng Stock Connect Greater Bay Area Composite Index,Inclusion,000893,000893.SZ,"Asia-Potash International Investment (Guangzhou) Co., Ltd."
9/9/24,Hang Seng Stock Connect Greater Bay Area Composite Index,Inclusion,1415,1415.HK,Cowell e Holdings Inc.
9/9/24,Hang Seng Stock Connect Greater Bay Area Composite Index,Inclusion,2018,2018.HK,AAC Technologies Holdings Inc.
9/9/24,Hang Seng Stock Connect Greater Bay Area Composite Index,Inclusion,2228,2228.HK,QuantumPharm Inc. - P
9/9/24,Hang Seng Stock Connect Greater Bay Area Composite Index,Inclusion,2498,2498.HK,"RoboSense Technology Co., Ltd"
9/9/24,Hang Seng Stock Connect Greater Bay Area Composite Index,Inclusion,2602,2602.HK,Onewo Inc. - H Shares
9/9/24,Hang Seng Stock Connect Greater Bay Area Composite Index,Inclusion,300735,300735.SZ,"DBG Technology Co., Ltd"
9/9/24,Hang Seng Stock Connect Greater Bay Area Composite Index,Inclusion,3899,3899.HK,CIMC Enric Holdings Ltd.
9/9/24,Hang Seng Stock Connect Greater Bay Area Composite Index,Inclusion,3933,3933.HK,"United Laboratories International Holdings Ltd., The"
9/9/24,Hang Seng Stock Connect Greater Bay Area Composite Index,Inclusion,688177,688177.SH,"Bio-Thera Solutions, Ltd."
9/9/24,Hang Seng Stock Connect Greater Bay Area Composite Index,Inclusion,688343,688343.SH,"Shenzhen Intellifusion Technologies Co., Ltd."
9/9/24,Hang Seng Stock Connect Greater Bay Area Composite Index,Inclusion,688361,688361.SH,"Skyverse Technology Co., Ltd."
9/9/24,Hang Seng Stock Connect Greater Bay Area Composite Index,Inclusion,688525,688525.SH,"Biwin Storage Technology Co., Ltd."
9/9/24,Hang Seng Stock Connect Greater Bay Area Composite Index,Inclusion,6963,6963.HK,"Sunshine Insurance Group Co., Ltd. - H Shares"
9/9/24,Hang Seng Stock Connect Greater Bay Area Composite Index,Inclusion,9890,9890.HK,ZX Inc.
9/9/24,Hang Seng Stock Connect Greater Bay Area Composite Index,Removal,002191,002191.SZ,"Shenzhen Jinjia Group Co., Ltd."
9/9/24,Hang Seng Stock Connect Greater Bay Area Composite Index,Removal,002429,002429.SZ,"Shenzhen Mtc Co., Ltd."
9/9/24,Hang Seng Stock Connect Greater Bay Area Composite Index,Removal,002967,002967.SZ,"Grg Metrology & Test Group Co., Ltd."
9/9/24,Hang Seng Stock Connect Greater Bay Area Composite Index,Removal,200,0200.HK,"Akeso, Inc."
9/9/24,Hang Seng Stock Connect Greater Bay Area Composite Index,Removal,314,0314.HK,"Helens International Holdings Co., Ltd."
9/9/24,Hang Seng Stock Connect Greater Bay Area Composite Index,Removal,345,0345.HK,Smoore International Holdings Ltd.
9/9/24,Hang Seng Stock Connect Greater Bay Area Composite Index,Removal,558,0558.HK,Evergrande Property Services Group Ltd.
9/9/24,Hang Seng Stock Connect Greater Bay Area Composite Index,Removal,1268,1268.HK,Midea Real Estate Holding Ltd.
9/9/24,Hang Seng Stock Connect Greater Bay Area Composite Index,Removal,1942,1942.HK,MOG Digitech Holdings Ltd.
9/9/24,Hang Seng Stock Connect Greater Bay Area Composite Index,Removal,300737,300737.SZ,"Keshun Waterproof Technologies Co., Ltd."
9/9/24,Hang Seng Stock Connect Greater Bay Area Composite Index,Removal,300973,300973.SZ,"Ligao Foods Co., Ltd."
9/9/24,Hang Seng Stock Connect Greater Bay Area Composite Index,Removal,3990,3990.HK,China MeiDong Auto Holdings Ltd.
9/9/24,Hang Seng Stock Connect Greater Bay Area Composite Index,Removal,6666,6666.HK,L.K. Technology Holdings Ltd.
9/9/24,Hang Seng Stock Connect Greater Bay Area Composite Index,Removal,6969,6969.HK,Vitasoy International Holdings Ltd.
9/9/24,Hang Seng Stock Connect Greater Bay Area Composite Index,Removal,9869,9869.HK,"Sipai Health Technology Co., Ltd."
9/9/24,Hang Seng Stock Connect Greater Bay Area Composite Index,Removal,9926,9926.HK,Melco International Development Ltd.
9/9/24,Hang Seng TECH Index,Inclusion,522,0522.HK,ASMPT Ltd.
9/9/24,Hang Seng TECH Index,Removal,1833,1833.HK,"Ping An Healthcare and Technology Co., Ltd."
12/9/24,Hang Seng China Enterprises Index,Inclusion,2328,2328.HK,"PICC Property and Casualty Co., Ltd. - H Shares"
12/9/24,Hang Seng China Enterprises Index,Removal,960,0960.HK,Longfor Group Holdings Ltd.
12/9/24,Hang Seng Composite Index,Inclusion,300,0300.HK,"Midea Group Co., Ltd. - H Shares"
12/9/24,Hang Seng Composite Index,Inclusion,2533,2533.HK,Black Sesame International Holding Ltd.
12/9/24,Hang Seng Hong Kong-Listed Biotech Index,Inclusion,512,0512.HK,Grand Pharmaceutical Group Ltd.
12/9/24,Hang Seng Hong Kong-Listed Biotech Index,Inclusion,2228,2228.HK,QuantumPharm Inc. - P
12/9/24,Hang Seng Hong Kong-Listed Biotech Index,Inclusion,6086,6086.HK,Fangzhou Inc.
12/9/24,Hang Seng Hong Kong-Listed Biotech Index,Removal,1244,1244.HK,3D Medicines Inc.
12/9/24,Hang Seng Hong Kong-Listed Biotech Index,Removal,2171,2171.HK,CARsgen Therapeutics Holdings Ltd. - B
12/9/24,Hang Seng Hong Kong-Listed Biotech Index,Removal,3759,3759.HK,"Pharmaron Beijing Co., Ltd. - H Shares"
12/9/24,Hang Seng Index,Inclusion,1024,1024.HK,Kuaishou Technology - W
12/9/24,Hang Seng Index,Inclusion,9901,9901.HK,New Oriental Education & Technology Group Inc. - S
12/9/24,Hang Seng Index,Removal,17,0017.HK,New World Development Co. Ltd.
12/9/24,Hang Seng TECH Index,Inclusion,300,0300.HK,"Midea Group Co., Ltd. - H Shares"
12/9/24,Hang Seng TECH Index,Removal,9898,9898.HK,Weibo Corporation - SW
3/10/25,Hang Seng Biotech Index,Inclusion,1302,1302.HK,LifeTech Scientific Corporation
3/10/25,Hang Seng Biotech Index,Removal,1541,1541.HK,ImmuneOnco Biopharmaceuticals (Shanghai) Inc. - B - H Shares
3/10/25,Hang Seng China Enterprises Index,Inclusion,2057,2057.HK,ZTO Express (Cayman) Inc. - W
3/10/25,Hang Seng China Enterprises Index,Inclusion,6160,6160.HK,"BeiGene, Ltd."
3/10/25,Hang Seng China Enterprises Index,Removal,1177,1177.HK,Sino Biopharmaceutical Ltd.
3/10/25,Hang Seng China Enterprises Index,Removal,2331,2331.HK,"Li Ning Co., Ltd."
3/10/25,Hang Seng Composite Index,Inclusion,41,0041.HK,Great Eagle Holdings Ltd.
3/10/25,Hang Seng Composite Index,Inclusion,308,0308.HK,China Travel International Investment Hong Kong Ltd.
3/10/25,Hang Seng Composite Index,Inclusion,697,0697.HK,Shoucheng Holdings Ltd.
3/10/25,Hang Seng Composite Index,Inclusion,999,0999.HK,Xiaocaiyuan International Holding Ltd.
3/10/25,Hang Seng Composite Index,Inclusion,1318,1318.HK,"Mao Geping Cosmetics Co., Ltd. - H Shares"
3/10/25,Hang Seng Composite Index,Inclusion,2232,2232.HK,Crystal International Group Ltd.
3/10/25,Hang Seng Composite Index,Inclusion,2410,2410.HK,"TYK Medicines, Inc - B - H Shares"
3/10/25,Hang Seng Composite Index,Inclusion,2431,2431.HK,"Minieye Technology Co., Ltd - H Shares"
3/10/25,Hang Seng Composite Index,Inclusion,2432,2432.HK,Shenzhen Dobot Corp Ltd - H Shares
3/10/25,Hang Seng Composite Index,Inclusion,2460,2460.HK,"China Resources Beverage (Holdings) Co., Ltd."
3/10/25,Hang Seng Composite Index,Inclusion,2506,2506.HK,"Xunfei Healthcare Technology Co., Ltd. - H Shares"
3/10/25,Hang Seng Composite Index,Inclusion,2507,2507.HK,Cirrus Aircraft Ltd.
3/10/25,Hang Seng Composite Index,Inclusion,2510,2510.HK,T.S. Lines Ltd.
3/10/25,Hang Seng Composite Index,Inclusion,2522,2522.HK,"Jiangxi Rimag Group Co., Ltd. - H Shares"
3/10/25,Hang Seng Composite Index,Inclusion,2562,2562.HK,Synagistics Ltd.
3/10/25,Hang Seng Composite Index,Inclusion,2563,2563.HK,"Beijing Biostar Pharmaceuticals Co., Ltd. - B - H Shares"
3/10/25,Hang Seng Composite Index,Inclusion,2570,2570.HK,Shanghai REFIRE Group Ltd. - H Shares
3/10/25,Hang Seng Composite Index,Inclusion,2577,2577.HK,"InnoScience (Suzhou) Technology Holding Co., Ltd. - H Shares"
3/10/25,Hang Seng Composite Index,Inclusion,2582,2582.HK,"Jiangsu Guofu Hydrogen Energy Equipment Co., Ltd. - H Shares"
3/10/25,Hang Seng Composite Index,Inclusion,2586,2586.HK,Dmall Inc.
3/10/25,Hang Seng Composite Index,Inclusion,2587,2587.HK,HealthyWay Inc.
3/10/25,Hang Seng Composite Index,Inclusion,2778,2778.HK,Champion Real Estate Investment Trust
3/10/25,Hang Seng Composite Index,Inclusion,2799,2799.HK,"China CITIC Financial Asset Management Co., Ltd. - H Shares"
3/10/25,Hang Seng Composite Index,Inclusion,3931,3931.HK,"CALB Group Co., Ltd. - H Shares"
3/10/25,Hang Seng Composite Index,Inclusion,3939,3939.HK,Wanguo Gold Group Ltd.
3/10/25,Hang Seng Composite Index,Inclusion,6086,6086.HK,Fangzhou Inc.
3/10/25,Hang Seng Composite Index,Inclusion,6623,6623.HK,Lufax Holding Ltd
3/10/25,Hang Seng Composite Index,Inclusion,9660,9660.HK,Horizon Robotics - W
3/10/25,Hang Seng Composite Index,Inclusion,9985,9985.HK,WEILONG Delicious Global Holdings Ltd.
3/10/25,Hang Seng Composite Index,Removal,95,0095.HK,"LVGEM (China) Real Estate Investment Co., Ltd."
3/10/25,Hang Seng Composite Index,Removal,338,0338.HK,"Sinopec Shanghai Petrochemical Co., Ltd.- H Shares"
3/10/25,Hang Seng Composite Index,Removal,410,0410.HK,SOHO China Ltd.
3/10/25,Hang Seng Composite Index,Removal,659,0659.HK,CTF Services Ltd.
3/10/25,Hang Seng Composite Index,Removal,743,0743.HK,Asia Cement (China) Holdings Corporation
3/10/25,Hang Seng Composite Index,Removal,806,0806.HK,Value Partners Group Ltd.
3/10/25,Hang Seng Composite Index,Removal,884,0884.HK,"CIFI Holdings (Group) Co., Ltd."
3/10/25,Hang Seng Composite Index,Removal,1119,1119.HK,iDreamSky Technology Holdings Ltd.
3/10/25,Hang Seng Composite Index,Removal,1268,1268.HK,China MeiDong Auto Holdings Ltd.
3/10/25,Hang Seng Composite Index,Removal,1385,1385.HK,"Shanghai Fudan Microelectronics Group Co., Ltd. - H Shares"
3/10/25,Hang Seng Composite Index,Removal,1468,1468.HK,Kingkey Financial International (Holdings) Ltd.
3/10/25,Hang Seng Composite Index,Removal,1541,1541.HK,ImmuneOnco Biopharmaceuticals (Shanghai) Inc. - B - H Shares
3/10/25,Hang Seng Composite Index,Removal,1600,1600.HK,Tian Lun Gas Holdings Ltd.
3/10/25,Hang Seng Composite Index,Removal,1799,1799.HK,"Xinte Energy Co., Ltd. - H Shares"
3/10/25,Hang Seng Composite Index,Removal,1942,1942.HK,MOG Digitech Holdings Ltd.
3/10/25,Hang Seng Composite Index,Removal,2105,2105.HK,"Laekna, Inc. - B"
3/10/25,Hang Seng Composite Index,Removal,2121,2121.HK,"AInnovation Technology Group Co., Ltd.- H Shares"
3/10/25,Hang Seng Composite Index,Removal,2150,2150.HK,Nayuki Holdings Ltd.
3/10/25,Hang Seng Composite Index,Removal,2171,2171.HK,CARsgen Therapeutics Holdings Ltd. - B
3/10/25,Hang Seng Composite Index,Removal,2390,2390.HK,Zhihu Inc. - W
3/10/25,Hang Seng Composite Index,Removal,2407,2407.HK,Gaush Meditech Ltd
3/10/25,Hang Seng Composite Index,Removal,2411,2411.HK,Shenzhen Pagoda Industrial (Group) Corporation Ltd. - H Shares
3/10/25,Hang Seng Composite Index,Removal,2487,2487.HK,Cutia Therapeutics - B
3/10/25,Hang Seng Composite Index,Removal,2511,2511.HK,"HighTide Therapeutics, Inc. - B"
3/10/25,Hang Seng Composite Index,Removal,2678,2678.HK,Texhong International Group Ltd.
3/10/25,Hang Seng Composite Index,Removal,3309,3309.HK,C-MER Medical Holdings Ltd.
3/10/25,Hang Seng Composite Index,Removal,3347,3347.HK,"Hangzhou Tigermed Consulting Co., Ltd. - H Shares"
3/10/25,Hang Seng Composite Index,Removal,3383,3383.HK,Agile Group Holdings Ltd.
3/10/25,Hang Seng Composite Index,Removal,3650,3650.HK,Keep Inc.
3/10/25,Hang Seng Composite Index,Removal,3669,3669.HK,China Yongda Automobiles Services Holdings Ltd.
3/10/25,Hang Seng Composite Index,Removal,3759,3759.HK,"Pharmaron Beijing Co., Ltd. - H Shares"
3/10/25,Hang Seng Composite Index,Removal,6639,6639.HK,Arrail Group Ltd.
3/10/25,Hang Seng Composite Index,Removal,6660,6660.HK,"AIM Vaccine Co., Ltd. - H Shares"
3/10/25,Hang Seng Composite Index,Removal,6698,6698.HK,STAR CM Holdings Ltd.
