ticker_yf,date,index,change_type,days_since_prev_event
0330.HK,2018-09-10,Hang Seng Composite LargeCap & MidCap Index,Exclusion,
0330.HK,2019-09-09,Hang Seng Corporate Sustainability Benchmark Index,Exclusion,364.0
0333.HK,2024-09-09,Hang Seng (China A) Corporate Sustainability Benchmark Index,Inclusion,
0336.HK,2024-03-04,Hang Seng Stock Connect Greater Bay Area Composite Index,Removal,
0338.HK,2016-09-05,Hang Seng Composite LargeCap & MidCap Index,Inclusion,
0338.HK,2025-03-10,Hang Seng Composite Index,Removal,3108.0
0345.HK,2016-09-05,Hang Seng Composite LargeCap & MidCap Index,Inclusion,
0345.HK,2018-09-10,Hang Seng Corporate Sustainability Benchmark Index,Inclusion,735.0
0345.HK,2019-09-09,Hang Seng Corporate Sustainability Index,Inclusion,364.0
0345.HK,2021-09-06,Hang Seng Corporate Sustainability Index,Removal,728.0
0345.HK,2021-09-06,Hang Seng ESG 50 Index,Removal,0.0
0345.HK,2024-09-09,Hang Seng Stock Connect Greater Bay Area Composite Index,Removal,1099.0
0347.HK,2017-09-04,Hang Seng Corporate Sustainability Benchmark Index,Inclusion,
0347.HK,2018-09-10,Hang Seng Corporate Sustainability Benchmark Index,Exclusion,371.0
0347.HK,2021-03-15,Hang Seng Composite Index,Removal,917.0
0347.HK,2024-09-09,Hang Seng (China A) Corporate Sustainability Benchmark Index,Inclusion,1274.0
0363.HK,2017-09-04,Hang Seng Corporate Sustainability Benchmark Index,Exclusion,
0380.HK,2024-09-09,Hang Seng (China A) Corporate Sustainability Benchmark Index,Removal,
0384.HK,2018-03-05,Hang Seng China Enterprises Index,Inclusion,
0384.HK,2020-09-07,Hang Seng ESG 50 Index,Inclusion,917.0
0384.HK,2021-09-06,Hang Seng ESG 50 Index,Removal,364.0
0384.HK,2022-12-05,Hang Seng China Enterprises Index,Removal,455.0
0384.HK,2022-12-05,Hang Seng Stock Connect China Enterprises Index,Removal,0.0
0384.HK,2024-09-09,Hang Seng Corporate Sustainability Benchmark Index,Inclusion,644.0
0390.HK,2017-09-04,Hang Seng Corporate Sustainability Index,Inclusion,
0390.HK,2018-09-10,Hang Seng Corporate Sustainability Index,Exclusion,371.0
0390.HK,2019-12-09,Hang Seng China Enterprises Index,Exclusion,455.0
0390.HK,2020-09-07,Hang Seng ESG 50 Index,Removal,273.0
0400.HK,2016-03-14,Hang Seng Composite LargeCap & MidCap Index,Inclusion,
0400.HK,2018-09-10,Hang Seng Composite LargeCap & MidCap Index,Exclusion,910.0
0400.HK,2020-03-09,Hang Seng Composite Index,Removal,546.0
0405.HK,2016-03-14,Hang Seng Composite LargeCap & MidCap Index,Inclusion,
0405.HK,2018-09-10,Hang Seng Corporate Sustainability Benchmark Index,Exclusion,910.0
0410.HK,2025-03-10,Hang Seng Composite Index,Removal,
0412.HK,2016-09-05,Hang Seng Composite LargeCap & MidCap Index,Inclusion,
0412.HK,2017-03-06,Hang Seng Composite LargeCap & MidCap Index,Exclusion,182.0
0412.HK,2024-03-04,Hang Seng Composite Index,Inclusion,2555.0
0439.HK,2019-03-11,Hang Seng Composite LargeCap & MidCap Index,Exclusion,
0439.HK,2020-03-09,Hang Seng Composite Index,Removal,364.0
0440.HK,2021-03-15,Hang Seng Stock Connect Greater Bay Area Composite Index,Removal,
0451.HK,2020-09-07,Hang Seng Composite Index,Removal,
0460.HK,2016-09-05,Hang Seng Composite LargeCap & MidCap Index,Inclusion,
0467.HK,2019-03-11,Hang Seng Composite LargeCap & MidCap Index,Inclusion,
0467.HK,2021-03-15,Hang Seng Composite Index,Removal,735.0
0468.HK,2021-03-15,Hang Seng Composite Index,Removal,
0480.HK,2017-09-04,Hang Seng Corporate Sustainability Benchmark Index,Inclusion,
0480.HK,2018-09-10,Hang Seng Corporate Sustainability Benchmark Index,Exclusion,371.0
0486.HK,2018-09-10,Hang Seng Composite LargeCap & MidCap Index,Inclusion,
0489.HK,2019-09-09,Hang Seng China Enterprises Index,Exclusion,
0489.HK,2024-09-09,Hang Seng Corporate Sustainability Benchmark Index,Removal,1827.0
0494.HK,2017-03-06,Hang Seng Index,Exclusion,
0494.HK,2018-09-10,Hang Seng Corporate Sustainability Index,Exclusion,553.0
0496.HK,2021-03-15,Hang Seng Composite Index,Removal,
0506.HK,2017-09-04,Hang Seng Corporate Sustainability Benchmark Index,Inclusion,
0508.HK,2020-03-09,Hang Seng Composite Index,Removal,
0511.HK,2019-09-09,Hang Seng Composite LargeCap & MidCap Index,Exclusion,
0511.HK,2020-03-09,Hang Seng Composite Index,Removal,182.0
0511.HK,2020-03-09,Hang Seng Stock Connect Greater Bay Area Composite Index,Removal,0.0
0512.HK,2020-03-09,Hang Seng Composite Index,Removal,
0512.HK,2024-03-04,Hang Seng Hong Kong-Listed Biotech Index,Removal,1456.0
0512.HK,2024-12-09,Hang Seng Hong Kong-Listed Biotech Index,Inclusion,280.0
0517.HK,2018-09-10,Hang Seng Corporate Sustainability Benchmark Index,Inclusion,
0517.HK,2019-09-09,Hang Seng Corporate Sustainability Benchmark Index,Exclusion,364.0
0520.HK,2024-09-09,Hang Seng Composite Index,Removal,
0522.HK,2021-09-06,Hang Seng Stock Connect Greater Bay Area Composite Index,Inclusion,
0522.HK,2022-06-13,Hang Seng TECH Index,Removal,280.0
0522.HK,2024-09-09,Hang Seng TECH Index,Inclusion,819.0
0522.HK,2025-12-08,Hang Seng TECH Index,Removal,455.0
0525.HK,2019-03-11,Hang Seng Stock Connect China AH Index Series,Exclusion,
0525.HK,2020-09-07,Hang Seng Composite Index,Removal,546.0
0530.HK,2016-09-05,Hang Seng Composite LargeCap & MidCap Index,Exclusion,
0548.HK,2017-09-04,Hang Seng China AH Index Series,Inclusion,
0548.HK,2018-03-05,Hang Seng China AH Index Series,Exclusion,182.0
0548.HK,2019-09-09,Hang Seng Stock Connect China AH Index Series,Inclusion,553.0
0548.HK,2021-09-06,Hang Seng Composite Index,Removal,728.0
0551.HK,2021-09-06,Hang Seng Stock Connect Greater Bay Area Composite Index,Inclusion,
0552.HK,2017-09-04,Hang Seng Corporate Sustainability Benchmark Index,Exclusion,
0558.HK,2024-09-09,Hang Seng Stock Connect Greater Bay Area Composite Index,Removal,
0563.HK,2021-03-15,Hang Seng Composite Index,Removal,
0567.HK,2024-09-09,Hang Seng (China A) Corporate Sustainability Benchmark Index,Inclusion,
0579.HK,2020-03-09,Hang Seng Composite Index,Removal,
0581.HK,2018-09-10,Hang Seng Composite LargeCap & MidCap Index,Inclusion,
0582.HK,2018-03-05,Hang Seng Composite LargeCap & MidCap Index,Inclusion,
0582.HK,2019-09-09,Hang Seng Composite LargeCap & MidCap Index,Exclusion,553.0
0582.HK,2020-09-07,Hang Seng Composite Index,Removal,364.0
0586.HK,2019-09-09,Hang Seng Corporate Sustainability Benchmark Index,Inclusion,
0586.HK,2020-03-09,Hang Seng China Enterprises Index,Inclusion,182.0
0586.HK,2021-03-15,Hang Seng China Enterprises Index,Removal,371.0
0588.HK,2024-09-09,Hang Seng (China A) Corporate Sustainability Benchmark Index,Removal,
0598.HK,2019-09-09,Hang Seng Stock Connect China AH Index Series,Inclusion,
0598.HK,2021-03-15,Hang Seng Composite Index,Removal,553.0
0598.HK,2024-09-09,Hang Seng Composite Index,Inclusion,1274.0
0606.HK,2018-09-10,Hang Seng Corporate Sustainability Benchmark Index,Exclusion,
0607.HK,2016-03-14,Hang Seng Composite LargeCap & MidCap Index,Inclusion,
0607.HK,2020-09-07,Hang Seng Composite Index,Removal,1638.0
0612.HK,2019-03-11,Hang Seng Composite LargeCap & MidCap Index,Inclusion,
0639.HK,2016-09-05,Hang Seng Composite LargeCap & MidCap Index,Exclusion,
0650.HK,2024-09-09,Hang Seng Composite Index,Removal,
0655.HK,2024-09-09,Hang Seng (China A) Corporate Sustainability Benchmark Index,Inclusion,
0656.HK,2019-09-09,Hang Seng China Enterprises Index,Inclusion,
0656.HK,2020-12-07,Hang Seng China Enterprises Index,Removal,455.0
0656.HK,2021-09-06,Hang Seng ESG 50 Index,Inclusion,273.0
0656.HK,2024-09-09,Hang Seng Corporate Sustainability Index,Removal,1099.0
0656.HK,2024-09-09,Hang Seng ESG 50 Index,Removal,0.0
0658.HK,2017-03-06,Hang Seng Composite LargeCap & MidCap Index,Inclusion,
0659.HK,2020-09-07,Hang Seng Corporate Sustainability Index,Inclusion,
0659.HK,2020-09-07,Hang Seng ESG 50 Index,Inclusion,0.0
0659.HK,2021-09-06,Hang Seng Corporate Sustainability Index,Removal,364.0
0659.HK,2021-09-06,Hang Seng ESG 50 Index,Removal,0.0
0659.HK,2025-03-10,Hang Seng Composite Index,Removal,1281.0
0666.HK,2024-03-04,Hang Seng Composite Index,Inclusion,
0667.HK,2019-09-09,Hang Seng Composite LargeCap & MidCap Index,Inclusion,
0669.HK,2019-03-11,Hang Seng Index,Inclusion,
0669.HK,2021-09-06,Hang Seng ESG 50 Index,Inclusion,910.0
0670.HK,2017-09-04,Hang Seng Corporate Sustainability Benchmark Index,Exclusion,
0680.HK,2016-09-05,Hang Seng Composite LargeCap & MidCap Index,Inclusion,
0680.HK,2018-09-10,Hang Seng Composite LargeCap & MidCap Index,Exclusion,735.0
0683.HK,2018-09-10,Hang Seng Corporate Sustainability Index,Inclusion,
0683.HK,2021-09-06,Hang Seng Corporate Sustainability Index,Removal,1092.0
0683.HK,2021-09-06,Hang Seng ESG 50 Index,Removal,0.0
0683.HK,2024-09-09,Hang Seng ESG 50 Index,Removal,1099.0
0686.HK,2021-03-15,Hang Seng Composite Index,Removal,
0687.HK,2020-09-07,Hang Seng Composite Index,Removal,
0688.HK,2020-12-07,Hang Seng China Enterprises Index,Inclusion,
0688.HK,2021-09-06,Hang Seng China 50 Index,Removal,273.0
0688.HK,2024-09-09,Hang Seng Corporate Sustainability Index,Inclusion,1099.0
0691.HK,2019-03-11,Hang Seng Composite LargeCap & MidCap Index,Inclusion,
0691.HK,2019-09-09,Hang Seng Composite LargeCap & MidCap Index,Exclusion,182.0
0696.HK,2016-09-05,Hang Seng Composite LargeCap & MidCap Index,Inclusion,
0697.HK,2020-03-09,Hang Seng Composite Index,Inclusion,
0697.HK,2024-09-09,Hang Seng Composite Index,Removal,1645.0
0697.HK,2025-03-10,Hang Seng Composite Index,Inclusion,182.0
0698.HK,2017-09-04,Hang Seng Composite LargeCap & MidCap Index,Inclusion,
0698.HK,2019-03-11,Hang Seng Composite LargeCap & MidCap Index,Exclusion,553.0
0698.HK,2021-03-15,Hang Seng Composite Index,Removal,735.0
0699.HK,2020-03-09,Hang Seng Composite Index,Removal,
0699.HK,2020-09-07,Hang Seng Composite Index,Inclusion,182.0
0700.HK,2018-03-05,Hang Seng China Enterprises Index,Inclusion,
0700.HK,2024-09-09,Hang Seng Corporate Sustainability Benchmark Index,Inclusion,2380.0
0700.HK,2024-09-09,Hang Seng ESG 50 Index,Inclusion,0.0
0709.HK,2020-09-07,Hang Seng Composite Index,Removal,
0715.HK,2016-03-14,Hang Seng Composite LargeCap & MidCap Index,Inclusion,
0715.HK,2017-03-06,Hang Seng Composite LargeCap & MidCap Index,Exclusion,357.0
0728.HK,2020-12-07,Hang Seng China Enterprises Index,Removal,
0728.HK,2021-03-15,Hang Seng China 50 Index,Removal,98.0
0732.HK,2018-09-10,Hang Seng Composite LargeCap & MidCap Index,Exclusion,
0732.HK,2020-09-07,Hang Seng Composite Index,Removal,728.0
0732.HK,2024-09-09,Hang Seng (China A) Corporate Sustainability Benchmark Index,Removal,1463.0
0737.HK,2019-03-11,Hang Seng Composite LargeCap & MidCap Index,Exclusion,
0737.HK,2019-09-09,Hang Seng Corporate Sustainability Benchmark Index,Exclusion,182.0
0743.HK,2025-03-10,Hang Seng Composite Index,Removal,
0751.HK,2019-03-11,Hang Seng Composite LargeCap & MidCap Index,Exclusion,
0751.HK,2020-03-09,Hang Seng Stock Connect Greater Bay Area Composite Index,Removal,364.0
0753.HK,2019-06-17,Hang Seng China Enterprises Index,Exclusion,
0754.HK,2016-09-05,Hang Seng Composite LargeCap & MidCap Index,Exclusion,
0754.HK,2018-03-05,Hang Seng Composite LargeCap & MidCap Index,Inclusion,546.0
0759.HK,2024-09-09,Hang Seng (China A) Corporate Sustainability Benchmark Index,Inclusion,
0760.HK,2024-09-09,Hang Seng (China A) Corporate Sustainability Benchmark Index,Inclusion,
0762.HK,2020-06-08,Hang Seng China Enterprises Index,Inclusion,
0762.HK,2020-09-07,Hang Seng China 50 Index,Removal,91.0
0762.HK,2021-06-07,Hang Seng China Enterprises Index,Removal,273.0
0762.HK,2024-03-04,Hang Seng China Enterprises Index,Inclusion,1001.0
0762.HK,2024-03-04,Hang Seng Stock Connect China Enterprises Index,Inclusion,0.0
0762.HK,2024-09-09,Hang Seng Corporate Sustainability Benchmark Index,Removal,189.0
0762.HK,2024-09-09,Hang Seng ESG 50 Index,Removal,0.0
0763.HK,2018-09-10,Hang Seng Corporate Sustainability Benchmark Index,Exclusion,
0763.HK,2021-06-07,Hang Seng TECH Index,Removal,1001.0
0772.HK,2018-03-05,Hang Seng Composite LargeCap & MidCap Index,Inclusion,
0772.HK,2025-06-09,Hang Seng TECH Index,Removal,2653.0
0775.HK,2021-03-15,Hang Seng Composite Index,Inclusion,
0777.HK,2017-03-06,Hang Seng Composite LargeCap & MidCap Index,Inclusion,
0777.HK,2019-03-11,Hang Seng Composite LargeCap & MidCap Index,Exclusion,735.0
0777.HK,2020-12-07,Hang Seng TECH Index,Removal,637.0
0778.HK,2017-09-04,Hang Seng Corporate Sustainability Benchmark Index,Inclusion,
0780.HK,2019-03-11,Hang Seng Composite LargeCap & MidCap Index,Inclusion,
0780.HK,2024-03-04,Hang Seng TECH Index,Inclusion,1820.0
0787.HK,2018-03-05,Hang Seng Composite LargeCap & MidCap Index,Exclusion,
0787.HK,2019-09-09,Hang Seng Corporate Sustainability Benchmark Index,Exclusion,553.0
0788.HK,2018-12-10,Hang Seng China Enterprises Index,Inclusion,
0788.HK,2018-12-10,Hang Seng Composite LargeCap & MidCap Index,Inclusion,0.0
0788.HK,2019-09-09,Hang Seng China 50 Index,Inclusion,273.0
0788.HK,2021-06-07,Hang Seng China Enterprises Index,Removal,637.0
0788.HK,2021-09-06,Hang Seng China 50 Index,Removal,91.0
0801.HK,2024-09-09,Hang Seng (China A) Corporate Sustainability Benchmark Index,Inclusion,
0806.HK,2021-03-15,Hang Seng Stock Connect Greater Bay Area Composite Index,Removal,
0806.HK,2025-03-10,Hang Seng Composite Index,Removal,1456.0
0808.HK,2019-09-09,Hang Seng Corporate Sustainability Benchmark Index,Inclusion,
0808.HK,2021-03-15,Hang Seng Composite Index,Removal,553.0
0813.HK,2020-06-08,Hang Seng China Enterprises Index,Inclusion,
0813.HK,2021-09-06,Hang Seng China Enterprises Index,Removal,455.0
0813.HK,2024-03-04,Hang Seng Composite Index,Inclusion,910.0
0813.HK,2024-09-09,Hang Seng Composite Index,Removal,189.0
0819.HK,2018-09-10,Hang Seng Corporate Sustainability Benchmark Index,Exclusion,
0825.HK,2024-09-09,Hang Seng (China A) Corporate Sustainability Benchmark Index,Inclusion,
0826.HK,2020-03-09,Hang Seng Composite Index,Inclusion,
0829.HK,2016-03-14,Hang Seng Composite LargeCap & MidCap Index,Exclusion,
0836.HK,2019-03-11,Hang Seng Index,Exclusion,
0836.HK,2020-09-07,Hang Seng ESG 50 Index,Inclusion,546.0
0839.HK,2018-09-10,Hang Seng Composite LargeCap & MidCap Index,Inclusion,
0857.HK,2021-03-15,Hang Seng China Enterprises Index,Removal,
0857.HK,2022-12-05,Hang Seng China Enterprises Index,Inclusion,630.0
0857.HK,2022-12-05,Hang Seng Stock Connect China Enterprises Index,Inclusion,0.0
0860.HK,2020-03-09,Hang Seng Composite Index,Removal,
0861.HK,2018-03-05,Hang Seng Composite LargeCap & MidCap Index,Exclusion,
0868.HK,2021-09-06,Hang Seng Index,Inclusion,
0873.HK,2021-03-15,Hang Seng Composite Index,Inclusion,
0874.HK,2021-09-06,Hang Seng Composite Index,Removal,
0881.HK,2022-06-13,Hang Seng Index,Inclusion,
0881.HK,2022-12-05,Hang Seng China Enterprises Index,Inclusion,175.0
0881.HK,2022-12-05,Hang Seng Stock Connect China Enterprises Index,Inclusion,0.0
0881.HK,2024-03-04,Hang Seng China Enterprises Index,Removal,455.0
0881.HK,2024-03-04,Hang Seng Stock Connect China Enterprises Index,Removal,0.0
0883.HK,2018-03-05,Hang Seng China Enterprises Index,Inclusion,
0884.HK,2016-09-05,Hang Seng Composite LargeCap & MidCap Index,Inclusion,
0884.HK,2021-09-06,Hang Seng ESG 50 Index,Inclusion,1827.0
0884.HK,2024-03-04,Hang Seng Composite Index,Inclusion,910.0
0884.HK,2024-09-09,Hang Seng Corporate Sustainability Benchmark Index,Inclusion,189.0
0884.HK,2025-03-10,Hang Seng Composite Index,Removal,182.0
0895.HK,2021-09-06,Hang Seng Stock Connect Greater Bay Area Composite Index,Removal,
0902.HK,2017-03-06,Hang Seng China 50 Index,Exclusion,
0902.HK,2019-06-17,Hang Seng China Enterprises Index,Exclusion,833.0
0906.HK,2020-09-07,Hang Seng Composite Index,Removal,
0906.HK,2024-09-09,Hang Seng Composite Index,Inclusion,1463.0
0909.HK,2020-12-07,Hang Seng Composite LargeCap & MidCap Index,Inclusion,
0909.HK,2020-12-07,Hang Seng TECH Index,Inclusion,0.0
0909.HK,2021-03-15,Hang Seng Stock Connect Greater Bay Area Composite Index,Inclusion,98.0
0911.HK,2016-03-14,Hang Seng Composite LargeCap & MidCap Index,Inclusion,
0911.HK,2017-03-06,Hang Seng Composite LargeCap & MidCap Index,Exclusion,357.0
0914.HK,2020-03-09,Hang Seng China 50 Index,Inclusion,
0914.HK,2021-09-06,Hang Seng China Enterprises Index,Removal,546.0
0916.HK,2017-12-04,Hang Seng China Enterprises Index,Exclusion,
0917.HK,2024-09-09,Hang Seng Composite Index,Inclusion,
0919.HK,2024-09-09,Hang Seng (China A) Corporate Sustainability Benchmark Index,Removal,
0921.HK,2017-09-04,Hang Seng China AH Index Series,Inclusion,
0921.HK,2019-03-11,Hang Seng Stock Connect China AH Index Series,Exclusion,553.0
0921.HK,2019-09-09,Hang Seng Stock Connect China AH Index Series,Inclusion,182.0
0921.HK,2024-03-04,Hang Seng Composite Index,Inclusion,1638.0
0931.HK,2018-09-10,Hang Seng Composite LargeCap & MidCap Index,Exclusion,
0931.HK,2020-03-09,Hang Seng Composite Index,Removal,546.0
0933.HK,2017-09-04,Hang Seng Composite LargeCap & MidCap Index,Exclusion,
0933.HK,2024-09-09,Hang Seng Composite Index,Removal,2562.0
0934.HK,2019-03-11,Hang Seng Composite LargeCap & MidCap Index,Exclusion,
0939.HK,2018-09-10,Hang Seng Corporate Sustainability Benchmark Index,Exclusion,
0941.HK,2018-03-05,Hang Seng China Enterprises Index,Inclusion,
0941.HK,2019-09-09,Hang Seng Corporate Sustainability Index,Exclusion,553.0
0941.HK,2021-09-06,Hang Seng Corporate Sustainability Index,Inclusion,728.0
0950.HK,2020-03-09,Hang Seng Composite Index,Removal,
0951.HK,2020-03-09,Hang Seng Composite Index,Removal,
0958.HK,2016-03-14,Hang Seng Composite LargeCap & MidCap Index,Inclusion,
0960.HK,2019-06-17,Hang Seng China Enterprises Index,Inclusion,
0960.HK,2021-03-15,Hang Seng Index,Inclusion,637.0
0960.HK,2024-09-09,Hang Seng Corporate Sustainability Benchmark Index,Removal,1274.0
0960.HK,2024-12-09,Hang Seng China Enterprises Index,Removal,91.0
0966.HK,2019-09-09,Hang Seng China Enterprises Index,Inclusion,
0966.HK,2020-12-07,Hang Seng China Enterprises Index,Removal,455.0
0968.HK,2018-09-10,Hang Seng Corporate Sustainability Benchmark Index,Inclusion,
0968.HK,2021-06-07,Hang Seng Index,Inclusion,1001.0
0968.HK,2024-06-11,Hang Seng China Enterprises Index,Removal,1100.0
0968.HK,2024-06-11,Hang Seng Stock Connect China Enterprises Index,Removal,0.0
0973.HK,2018-09-10,Hang Seng Composite LargeCap & MidCap Index,Inclusion,
0973.HK,2021-03-15,Hang Seng Composite Index,Removal,917.0
0975.HK,2024-09-09,Hang Seng Composite Index,Inclusion,
0978.HK,2021-09-06,Hang Seng Composite Index,Removal,
0981.HK,2018-09-10,Hang Seng Corporate Sustainability Index,Inclusion,
0981.HK,2020-12-07,Hang Seng China Enterprises Index,Inclusion,819.0
0981.HK,2022-06-13,Hang Seng Index,Inclusion,553.0
0991.HK,2017-03-06,Hang Seng China AH Index Series,Exclusion,
0991.HK,2017-09-04,Hang Seng China AH Index Series,Inclusion,182.0
0991.HK,2017-09-04,Hang Seng Composite LargeCap & MidCap Index,Exclusion,0.0
0991.HK,2017-09-04,Hang Seng Corporate Sustainability Benchmark Index,Inclusion,0.0
0991.HK,2019-03-11,Hang Seng Stock Connect China AH Index Series,Exclusion,553.0
0992.HK,2018-06-04,Hang Seng Index,Exclusion,
0992.HK,2022-06-13,Hang Seng China Enterprises Index,Inclusion,1470.0
0996.HK,2018-09-10,Hang Seng Composite LargeCap & MidCap Index,Exclusion,
0998.HK,2017-09-04,Hang Seng Corporate Sustainability Benchmark Index,Exclusion,
0998.HK,2020-12-07,Hang Seng China Enterprises Index,Removal,1190.0
0998.HK,2021-09-06,Hang Seng China 50 Index,Removal,273.0
0999.HK,2024-09-09,Hang Seng (China A) Corporate Sustainability Benchmark Index,Removal,
0999.HK,2025-03-10,Hang Seng Composite Index,Inclusion,182.0
1024.HK,2021-09-06,Hang Seng China 50 Index,Inclusion,
1024.HK,2024-12-09,Hang Seng Index,Inclusion,1190.0
1030.HK,2018-03-05,Hang Seng Composite LargeCap & MidCap Index,Inclusion,
1031.HK,2017-09-04,Hang Seng Composite LargeCap & MidCap Index,Inclusion,
1031.HK,2018-03-05,Hang Seng Composite LargeCap & MidCap Index,Exclusion,182.0
1033.HK,2017-09-04,Hang Seng China AH Index Series,Exclusion,
1038.HK,2016-03-14,Hang Seng Index,Inclusion,
1044.HK,2018-03-05,Hang Seng China Enterprises Index,Inclusion,
1044.HK,2021-03-15,Hang Seng China Enterprises Index,Removal,1106.0
1044.HK,2024-09-09,Hang Seng Corporate Sustainability Benchmark Index,Inclusion,1274.0
1052.HK,2021-09-06,Hang Seng Stock Connect Greater Bay Area Composite Index,Removal,
1065.HK,2017-09-04,Hang Seng China AH Index Series,Inclusion,
1065.HK,2018-03-05,Hang Seng China AH Index Series,Exclusion,182.0
1070.HK,2019-09-09,Hang Seng Corporate Sustainability Benchmark Index,Inclusion,
1071.HK,2016-03-14,Hang Seng Composite LargeCap & MidCap Index,Inclusion,
1071.HK,2017-03-06,Hang Seng Composite LargeCap & MidCap Index,Exclusion,357.0
1071.HK,2021-03-15,Hang Seng Composite Index,Removal,1470.0
1071.HK,2024-09-09,Hang Seng Composite Index,Inclusion,1274.0
1072.HK,2017-03-06,Hang Seng China AH Index Series,Exclusion,
1076.HK,2016-09-05,Hang Seng Composite LargeCap & MidCap Index,Exclusion,
1086.HK,2020-03-09,Hang Seng Composite Index,Removal,
1088.HK,2018-09-10,Hang Seng Corporate Sustainability Benchmark Index,Exclusion,
1088.HK,2020-09-07,Hang Seng Index,Removal,728.0
1088.HK,2020-12-07,Hang Seng China Enterprises Index,Removal,91.0
